id,contract_id,task_name,description,created_by,deadline,completion_status,completed_on,assigned_to,created_at,updated_at
270,94,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,15,2025-09-28,TRUE,2025-09-28,101,2025-09-24 19:41:46 UTC,2025-11-25 08:57:25 UTC
271,94,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,15,2025-07-06,TRUE,2025-07-06,101,2025-06-27 16:43:25 UTC,2025-08-06 12:06:03 UTC
272,95,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,17,2025-04-20,TRUE,2025-04-20,106,2025-04-03 17:58:44 UTC,2025-09-06 17:09:38 UTC
273,95,Attend Event,Attend Event related to the deliverables of the contract. Must be completed as part of promotional requirements.,17,2025-11-30,TRUE,2025-11-30,106,2025-10-31 02:33:46 UTC,2025-12-14 11:20:05 UTC
274,96,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,68,2025-03-17,FALSE,,178,2025-03-03 18:49:28 UTC,2025-09-01 07:03:03 UTC
275,96,Send Brand Content,Send Brand Content related to the deliverables of the contract. Must be completed as part of promotional requirements.,68,2025-03-18,TRUE,2025-03-18,178,2025-02-27 14:57:51 UTC,2025-11-04 12:56:52 UTC
276,96,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,68,2025-06-21,TRUE,2025-06-21,178,2025-06-05 01:06:08 UTC,2025-09-01 20:42:28 UTC
277,97,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-06-05,TRUE,2025-06-05,166,2025-06-03 03:44:22 UTC,2025-11-08 17:15:53 UTC
278,97,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-12-14,FALSE,,166,2025-12-06 06:37:57 UTC,2025-12-18 00:01:09 UTC
279,97,Upload Signed Documents,Upload Signed Documents related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-12-17,FALSE,,166,2025-11-17 19:35:25 UTC,2025-11-19 09:09:24 UTC
280,97,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,20,2025-05-09,FALSE,,166,2025-04-15 16:38:47 UTC,2025-11-16 13:15:18 UTC
281,98,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,33,2025-09-04,TRUE,2025-09-04,114,2025-09-02 06:56:13 UTC,2025-09-24 00:25:16 UTC
282,98,Post Instagram Story,Post Instagram Story related to the deliverables of the contract. Must be completed as part of promotional requirements.,33,2025-09-17,TRUE,2025-09-17,114,2025-09-11 00:02:48 UTC,2025-10-02 03:50:54 UTC
283,98,Tweet Brand Mention,Tweet Brand Mention related to the deliverables of the contract. Must be completed as part of promotional requirements.,33,2026-01-04,TRUE,2026-01-04,114,2025-12-18 04:25:13 UTC,2025-12-25 11:18:07 UTC
284,99,Create Unboxing Video,Create Unboxing Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,35,2025-04-10,TRUE,2025-04-10,111,2025-03-24 04:20:08 UTC,2025-10-26 16:32:49 UTC
285,99,Publish TikTok Video,Publish TikTok Video related to the deliverables of the contract. Must be completed as part of promotional requirements.,35,2025-02-17,TRUE,2025-02-17,111,2025-01-31 04:02:58 UTC,2025-03-29 11:17:59 UTC
286,100,Join Zoom Training,Join Zoom Training related to the deliverables of the contract. Must be completed as part of promotional requirements.,89,2025-03-15,TRUE,2025-03-15,131,2025-02-13 22:31:40 UTC,2025-03-26 22:52:17 UTC
287,100,Review Product Brief,Review Product Brief related to the deliverables of the contract. Must be completed as part of promotional requirements.,89,2025-09-14,FALSE,,131,2025-08-23 21:08:21 UTC,2025-10-01 08:23:46 UTC
